Entry_Name,Gene Ontology IDs
RNPS1_BOVIN,GO:0000184; GO:0000381; GO:0000398; GO:0003723; GO:0005654; GO:0005737; GO:0016607; GO:0043065; GO:0048025; GO:0061574
PNRC2_CHICK,GO:0000184; GO:0000932; GO:0005634
RC3H2_MOUSE,GO:0000209; GO:0000288; GO:0000932; GO:0001782; GO:0003677; GO:0003725; GO:0003729; GO:0006511; GO:0009791; GO:0009986; GO:0010468; GO:0010494; GO:0010608; GO:0016020; GO:0035264; GO:0035613; GO:0042098; GO:0043029; GO:0043231; GO:0046872; GO:0048286; GO:0048535; GO:0048536; GO:0050852; GO:0060173; GO:0061470; GO:0061630; GO:1901224; GO:2000320; GO:2000628
TPP2_HUMAN,GO:0000209; GO:0004175; GO:0004177; GO:0004252; GO:0005654; GO:0005737; GO:0005829; GO:0006508; GO:0008240; GO:0016604; GO:0042802; GO:0080144
PSA_HUMAN,GO:0000209; GO:0004177; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008270; GO:0042277; GO:0043171; GO:0070006; GO:0070062; GO:0071456; GO:1903955
UBE2W_XENTR,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0006281; GO:0006513; GO:0006515; GO:0043161; GO:0061631; GO:0071218
UBCD2_DROME,GO:0000209; GO:0004842; GO:0005524; GO:0005634; GO:0019915; GO:0061631
NHL1_CAEEL,GO:0000209; GO:0004842; GO:0016567; GO:0017148; GO:0030371; GO:0043161; GO:0046872; GO:0061630
TM129_MOUSE,GO:0000209; GO:0005783; GO:0005789; GO:0006986; GO:0016021; GO:0030433; GO:0030970; GO:0046872; GO:0061630
UBE3B_XENTR,GO:0000209; GO:0006511; GO:0061630
PELO_DROME,GO:0000212; GO:0001745; GO:0004521; GO:0005634; GO:0005737; GO:0006417; GO:0007141; GO:0007291; GO:0008315; GO:0016441; GO:0030718; GO:0032790; GO:0036098; GO:0046872; GO:0048132; GO:0048137; GO:0051078; GO:0051321; GO:0070481; GO:0070651; GO:0070966; GO:0071025; GO:1990533
VATL_DROME,GO:0000220; GO:0007035; GO:0016021; GO:0033181; GO:0033227; GO:0045169; GO:0046961; GO:1902600
VATB_DROME,GO:0000221; GO:0005524; GO:0005769; GO:0005829; GO:0005886; GO:0005903; GO:0007035; GO:0033181; GO:0046034; GO:0046961; GO:0048471; GO:1902600
NGLY1_CHICK,GO:0000224; GO:0005634; GO:0005737; GO:0005829; GO:0006515; GO:0006516; GO:0006517; GO:0046872
BBS4_HUMAN,GO:0000226; GO:0000242; GO:0000281; GO:0001750; GO:0001764; GO:0001843; GO:0001895; GO:0001917; GO:0001947; GO:0003085; GO:0005634; GO:0005813; GO:0005814; GO:0005829; GO:0005929; GO:0007098; GO:0007286; GO:0007601; GO:0007608; GO:0010467; GO:0010629; GO:0015031; GO:0016358; GO:0019216; GO:0021591; GO:0021756; GO:0021766; GO:0021987; GO:0030534; GO:0030674; GO:0030837; GO:0031514; GO:0032391; GO:0032402; GO:0032465; GO:0033365; GO:0034260; GO:0034451; GO:0034452; GO:0034454; GO:0034464; GO:0035176; GO:0035845; GO:0035869; GO:0036064; GO:0038108; GO:0040018; GO:0043014; GO:0045444; GO:0045494; GO:0045724; GO:0046548; GO:0046907; GO:0048487; GO:0048854; GO:0050893; GO:0051457; GO:0051492; GO:0060170; GO:0060271; GO:0060296; GO:0060324; GO:0060613; GO:0061512; GO:0061629; GO:0071539; GO:0097730; GO:1902855; GO:1903546; GO:1905515
TACC3_HUMAN,GO:0000226; GO:0000922; GO:0005737; GO:0005829; GO:0007052; GO:0007091; GO:0008283; GO:0021987; GO:0034451; GO:0043231; GO:0051301; GO:0060236; GO:0072686; GO:1902850
TTLL1_BOVIN,GO:0000226; GO:0002395; GO:0005524; GO:0005576; GO:0005737; GO:0005874; GO:0005929; GO:0007288; GO:0015631; GO:0018095; GO:0021702; GO:0031514; GO:0036064; GO:0046872; GO:0070740; GO:0120197; GO:0120222
TTLL2_HUMAN,GO:0000226; GO:0005524; GO:0005929; GO:0015631; GO:0018095; GO:0046872; GO:0070740
FIGL1_HUMAN,GO:0000228; GO:0000287; GO:0001649; GO:0005524; GO:0005634; GO:0005737; GO:0007140; GO:0008568; GO:0010569; GO:0016787; GO:0016887; GO:0033687; GO:0043066; GO:0046034; GO:0048471; GO:0051726; GO:0070062; GO:0071479; GO:2001243
CDK12_DROME,GO:0000228; GO:0000307; GO:0004693; GO:0005524; GO:0005634; GO:0005700; GO:0005703; GO:0006366; GO:0006368; GO:0006468; GO:0008024; GO:0008353; GO:0019908; GO:0030332; GO:0032968; GO:0070816; GO:0106310
SPO11_HUMAN,GO:0000228; GO:0000706; GO:0000781; GO:0001541; GO:0003677; GO:0003918; GO:0005524; GO:0007130; GO:0007131; GO:0007141; GO:0007283; GO:0007286; GO:0007292; GO:0016787; GO:0034502; GO:0042138; GO:0045141; GO:0046872; GO:0048477; GO:1990918
SMD3_DROME,GO:0000243; GO:0000278; GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005682; GO:0005685; GO:0005686; GO:0005687; GO:0005689; GO:0005829; GO:0007417; GO:0007422; GO:0007517; GO:0030182; GO:0030532; GO:0034715; GO:0034719; GO:0045451; GO:0045495; GO:0048477; GO:0048542; GO:0071011; GO:0071013; GO:0097526
U2AF2_DROME,GO:0000243; GO:0000381; GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0008187; GO:0008380; GO:0016607; GO:0030628; GO:0046833; GO:0051168; GO:0071004; GO:0071011; GO:0089701
U2AF2_DROME,GO:0000243; GO:0000381; GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005681; GO:0008187; GO:0008380; GO:0016607; GO:0030628; GO:0046833; GO:0051168; GO:0071004; GO:0071011; GO:0089701
SRPK3_MOUSE,GO:0000245; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0007519; GO:0030154; GO:0035556; GO:0050684; GO:0060537; GO:0106310
CHIA_BOVIN,GO:0000272; GO:0002376; GO:0002532; GO:0004568; GO:0005615; GO:0005737; GO:0006032; GO:0006915; GO:0008061; GO:0032722
ATP5J_DROME,GO:0000276; GO:0005739; GO:0005753; GO:0015078; GO:0015986; GO:1902600
POLO_DROME,GO:0000278; GO:0000776; GO:0000915; GO:0000922; GO:0000940; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005635; GO:0005737; GO:0005813; GO:0005814; GO:0005819; GO:0005828; GO:0005829; GO:0005874; GO:0006468; GO:0007058; GO:0007098; GO:0007112; GO:0007140; GO:0007143; GO:0007147; GO:0007344; GO:0007406; GO:0007526; GO:0008104; GO:0030496; GO:0030726; GO:0030954; GO:0032465; GO:0035044; GO:0035046; GO:0035050; GO:0048600; GO:0051257; GO:0051315; GO:0106310; GO:1990023
CLIP1_HUMAN,GO:0000278; GO:0000776; GO:0001578; GO:0001726; GO:0005634; GO:0005737; GO:0005813; GO:0005829; GO:0005874; GO:0005882; GO:0008017; GO:0008270; GO:0015630; GO:0015631; GO:0030659; GO:0031116; GO:0031122; GO:0042802; GO:0051010
STA5B_HUMAN,GO:0000278; GO:0000785; GO:0000978; GO:0000981; GO:0001228; GO:0001553; GO:0001779; GO:0001787; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006357; GO:0006366; GO:0006952; GO:0007259; GO:0007565; GO:0007595; GO:0019218; GO:0019221; GO:0019530; GO:0019915; GO:0030183; GO:0030218; GO:0030856; GO:0032355; GO:0032743; GO:0032819; GO:0032825; GO:0032870; GO:0033028; GO:0033033; GO:0033077; GO:0035259; GO:0040014; GO:0040018; GO:0042104; GO:0042127; GO:0042267; GO:0042448; GO:0042492; GO:0042802; GO:0042803; GO:0043029; GO:0043434; GO:0045579; GO:0045588; GO:0045647; GO:0045648; GO:0045931; GO:0045944; GO:0045954; GO:0046543; GO:0046544; GO:0046983; GO:0048541; GO:0050729; GO:0050798; GO:0060397; GO:0070669; GO:0070670; GO:0070672; GO:0071363; GO:0071364; GO:0090575; GO:0097531
SSH_DROME,GO:0000278; GO:0000902; GO:0003779; GO:0004721; GO:0004725; GO:0005737; GO:0005856; GO:0006470; GO:0007097; GO:0007409; GO:0008064; GO:0008138; GO:0010591; GO:0016319; GO:0017018; GO:0030036; GO:0030833; GO:0030837; GO:0045177; GO:0048749; GO:0050770
MYBA_MOUSE,GO:0000278; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0006355; GO:0007141; GO:0007283; GO:0010529; GO:0030154; GO:0045944; GO:1990511; GO:1990841
DYLT_DROME,GO:0000278; GO:0005737; GO:0005868; GO:0005874; GO:0007018; GO:0007286; GO:0008090; GO:0008340; GO:0030286; GO:0032991; GO:0042802; GO:0042803; GO:0045505; GO:0051959; GO:0097718; GO:1904115
DIA_DROME,GO:0000281; GO:0000915; GO:0003383; GO:0003779; GO:0005546; GO:0005737; GO:0005856; GO:0005938; GO:0007015; GO:0007110; GO:0007111; GO:0007279; GO:0007349; GO:0007424; GO:0007435; GO:0007605; GO:0008104; GO:0009306; GO:0012506; GO:0016476; GO:0030018; GO:0030041; GO:0030589; GO:0030838; GO:0031267; GO:0031430; GO:0031532; GO:0032154; GO:0032507; GO:0032991; GO:0035011; GO:0045010; GO:0045177; GO:0045214; GO:0045448; GO:0051225; GO:0051489; GO:0090303; GO:0097320; GO:0106036; GO:0110020
RASA1_RAT,GO:0000281; GO:0001570; GO:0001726; GO:0001784; GO:0001934; GO:0001953; GO:0005096; GO:0005102; GO:0005161; GO:0005829; GO:0005886; GO:0007155; GO:0007162; GO:0007165; GO:0009410; GO:0016020; GO:0030036; GO:0030539; GO:0030833; GO:0030971; GO:0031965; GO:0032868; GO:0036120; GO:0043066; GO:0043422; GO:0043524; GO:0043547; GO:0044325; GO:0044344; GO:0044877; GO:0046326; GO:0046580; GO:0048146; GO:0048514; GO:0050731; GO:0051020; GO:0071364; GO:0090630; GO:1990782
KI20A_MOUSE,GO:0000281; GO:0001578; GO:0003777; GO:0005524; GO:0005634; GO:0005654; GO:0005794; GO:0005819; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0015031; GO:0016887; GO:0019901; GO:0030496; GO:0032465; GO:0045171; GO:0061952
SQH_DROME,GO:0000281; GO:0003384; GO:0005509; GO:0005737; GO:0005829; GO:0005886; GO:0005938; GO:0007298; GO:0009791; GO:0016324; GO:0016460; GO:0019749; GO:0030048; GO:0030496; GO:0031036; GO:0032036; GO:0032154; GO:0032956; GO:0035148; GO:0035159; GO:0035183; GO:0035191; GO:0035277; GO:0035317; GO:0040011; GO:0042060; GO:0045177; GO:0045179; GO:0045879; GO:0051233; GO:0060288; GO:0060289; GO:0090254; GO:0106037; GO:0110069; GO:0110071; GO:1903144; GO:1903688
MITD1_RAT,GO:0000281; GO:0019898; GO:0019904; GO:0030496; GO:0031902; GO:0032091; GO:0035091; GO:0042802; GO:0061952
BPNT1_RAT,GO:0000287; GO:0004441; GO:0008441; GO:0046854; GO:0046855
KIME_BOVIN,GO:0000287; GO:0004496; GO:0005524; GO:0005777; GO:0005829; GO:0006695; GO:0016310; GO:0019287; GO:0042802; GO:0050728
NLK_CANLF,GO:0000287; GO:0004674; GO:0004707; GO:0005524; GO:0005634; GO:0005737; GO:0006355; GO:0007179; GO:0016055; GO:0018107; GO:0030178; GO:0031625; GO:0035556; GO:0042169; GO:0042501; GO:0046777; GO:0050821; GO:0106310; GO:0140297
AT10A_HUMAN,GO:0000287; GO:0005524; GO:0005783; GO:0005789; GO:0005886; GO:0005887; GO:0008360; GO:0016021; GO:0016887; GO:0034220; GO:0045332; GO:0090554; GO:0140326; GO:0140345; GO:0140351; GO:1903527; GO:1990531
AT10A_MOUSE,GO:0000287; GO:0005524; GO:0005783; GO:0005789; GO:0005886; GO:0005887; GO:0016887; GO:0045332; GO:0090554; GO:0140326; GO:0140345; GO:0140351; GO:1903527; GO:1990531
AT10A_MOUSE,GO:0000287; GO:0005524; GO:0005783; GO:0005789; GO:0005886; GO:0005887; GO:0016887; GO:0045332; GO:0090554; GO:0140326; GO:0140345; GO:0140351; GO:1903527; GO:1990531
AT10A_MOUSE,GO:0000287; GO:0005524; GO:0005783; GO:0005789; GO:0005886; GO:0005887; GO:0016887; GO:0045332; GO:0090554; GO:0140326; GO:0140345; GO:0140351; GO:1903527; GO:1990531
SELO_RHOBA,GO:0000287; GO:0005524; GO:0016779
DDX6_DROME,GO:0000290; GO:0000900; GO:0000932; GO:0003723; GO:0003724; GO:0003729; GO:0005524; GO:0005737; GO:0005783; GO:0007279; GO:0010494; GO:0016887; GO:0017148; GO:0030707; GO:0033962; GO:0034063; GO:0035195; GO:0035278; GO:0036464; GO:0043025; GO:0043186; GO:0046959; GO:0050688; GO:0060148; GO:0071598; GO:0071683; GO:0090328; GO:0098794; GO:0150011; GO:1990120; GO:1990124; GO:2000766
PATL1_PONAB,GO:0000290; GO:0000932; GO:0003723; GO:0016605; GO:0016607; GO:0033962
CCNQ_RAT,GO:0000307; GO:0005634; GO:0006357; GO:0016538; GO:0030295; GO:0043410; GO:1902749
PR5_ARATH,GO:0000325; GO:0003729; GO:0005739; GO:0006952; GO:0009615; GO:0009627; GO:0010224; GO:0031540; GO:0046686; GO:0048046; GO:0099503
MSSP1_ARATH,GO:0000325; GO:0005634; GO:0008643; GO:0009624; GO:0009705; GO:0016020; GO:0016021; GO:0022857; GO:0055085
CSN6_BOVIN,GO:0000338; GO:0005737; GO:0008180; GO:0070122; GO:0140492
NCBP3_HUMAN,GO:0000339; GO:0000340; GO:0003723; GO:0003729; GO:0005634; GO:0005737; GO:0005845; GO:0005846; GO:0006370; GO:0006406; GO:0006408; GO:0016607; GO:0034518; GO:0042789; GO:0051607
LARP1_MOUSE,GO:0000339; GO:0000340; GO:0003723; GO:0003730; GO:0005737; GO:0005829; GO:0005844; GO:0006413; GO:0008190; GO:0008283; GO:0008494; GO:0010494; GO:0010608; GO:0016239; GO:0017148; GO:0031369; GO:0031929; GO:0031931; GO:0038202; GO:0042788; GO:0043024; GO:0045070; GO:0045727; GO:0045947; GO:0045948; GO:0048027; GO:0048255; GO:0072752; GO:1990928
IF4G3_HUMAN,GO:0000339; GO:0003723; GO:0003729; GO:0003743; GO:0005829; GO:0006413; GO:0006446; GO:0008135; GO:0016281
GEMI5_MOUSE,GO:0000340; GO:0000387; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0006417; GO:0016604; GO:0017069; GO:0030619; GO:0030621; GO:0030622; GO:0032797; GO:0034718; GO:0034719; GO:0043022; GO:0097504
GEMI5_MOUSE,GO:0000340; GO:0000387; GO:0003730; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006412; GO:0006417; GO:0016604; GO:0017069; GO:0030619; GO:0030621; GO:0030622; GO:0032797; GO:0034718; GO:0034719; GO:0043022; GO:0097504
THOC6_DROME,GO:0000346; GO:0000347; GO:0006406; GO:0031990
SRRM1_HUMAN,GO:0000375; GO:0000398; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005681; GO:0005829; GO:0008380; GO:0016363; GO:0016607; GO:0048024; GO:0071013
RX21_DROME,GO:0000381; GO:0000398; GO:0001178; GO:0003723; GO:0003729; GO:0005634; GO:0010468; GO:0016607; GO:0031440
CPSF6_DROME,GO:0000381; GO:0003729; GO:0005634; GO:0005847; GO:0010508; GO:0043484; GO:0098789; GO:0110104
FLACC_DROME,GO:0000381; GO:0005634; GO:0006397; GO:0007530; GO:0007548; GO:0008380; GO:0030154; GO:0036396; GO:0080009
SUWA_DROME,GO:0000395; GO:0003723; GO:0016607
SUWA_DROME,GO:0000395; GO:0003723; GO:0016607
EXU_DROME,GO:0000398; GO:0000932; GO:0001700; GO:0003727; GO:0005737; GO:0007283; GO:0007300; GO:0007317; GO:0008595; GO:0036464; GO:0042803; GO:0045450; GO:0045451; GO:0071011
CAZ_DROME,GO:0000398; GO:0003682; GO:0003712; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0005669; GO:0006367; GO:0008344; GO:0008345; GO:0045887; GO:0046872; GO:0048749; GO:0051124; GO:0071013
SRRM2_HUMAN,GO:0000398; GO:0003723; GO:0003729; GO:0005634; GO:0005654; GO:0015030; GO:0016607; GO:0047485; GO:0070742; GO:0071005; GO:0071007; GO:0071013
RSP7_CAEEL,GO:0000398; GO:0003723; GO:0005654
XRCC3_MOUSE,GO:0000400; GO:0000722; GO:0000724; GO:0005524; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0006281; GO:0008821; GO:0010033; GO:0010824; GO:0033065; GO:0036297; GO:0045003; GO:0048471; GO:0071140; GO:0090267; GO:0090656; GO:0090737; GO:0140664
GEN_DROME,GO:0000400; GO:0000737; GO:0000738; GO:0004519; GO:0004520; GO:0005634; GO:0005737; GO:0006281; GO:0006302; GO:0008310; GO:0008311; GO:0008821; GO:0017108; GO:0035312; GO:0046872
RAD18_HUMAN,GO:0000403; GO:0003684; GO:0003697; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0005813; GO:0006281; GO:0006301; GO:0006513; GO:0006974; GO:0016604; GO:0031593; GO:0031625; GO:0035861; GO:0042405; GO:0042802; GO:0044877; GO:0046872; GO:0051865; GO:0051984; GO:0060548; GO:0061630; GO:0097505
ILRUN_DANRE,GO:0000407; GO:0005634; GO:0016236; GO:0043130; GO:0045087
FKBP4_RABIT,GO:0000413; GO:0003755; GO:0005528; GO:0005634; GO:0005739; GO:0005829; GO:0005874; GO:0010977; GO:0031072; GO:0031111; GO:0044295; GO:0048156; GO:0061077
FKBP4_BOVIN,GO:0000413; GO:0003755; GO:0005528; GO:0005634; GO:0005739; GO:0005829; GO:0005874; GO:0010977; GO:0031072; GO:0031111; GO:0044295; GO:0061077
CHM1A_MOUSE,GO:0000421; GO:0000776; GO:0000794; GO:0000815; GO:0001778; GO:0005643; GO:0005765; GO:0005769; GO:0005771; GO:0005815; GO:0005828; GO:0005886; GO:0006914; GO:0006997; GO:0007076; GO:0007080; GO:0010629; GO:0010824; GO:0012505; GO:0015031; GO:0016192; GO:0016363; GO:0019904; GO:0030496; GO:0031468; GO:0032509; GO:0032585; GO:0036258; GO:0039702; GO:0042802; GO:0042803; GO:0043162; GO:0045324; GO:0046761; GO:0051301; GO:0051469; GO:0060548; GO:0061763; GO:0061952; GO:0071985; GO:0090148; GO:0097352; GO:1901673; GO:1902774; GO:1904930
NOL9_BOVIN,GO:0000448; GO:0000460; GO:0003723; GO:0005524; GO:0005634; GO:0005730; GO:0006396; GO:0016310; GO:0051731
MRM3_HUMAN,GO:0000451; GO:0003723; GO:0005739; GO:0005759; GO:0042802; GO:0070039
SPB1_RAT,GO:0000453; GO:0000463; GO:0000466; GO:0001510; GO:0005730; GO:0008173; GO:0008650; GO:0016435; GO:0030687; GO:0030688; GO:0031167; GO:0062105
RS16_DROME,GO:0000462; GO:0002181; GO:0003723; GO:0003735; GO:0015935; GO:0022626; GO:0022627
KZ_DROME,GO:0000462; GO:0003723; GO:0003724; GO:0004386; GO:0005524; GO:0005730; GO:0016887; GO:0022414; GO:0051276
PESC_DROME,GO:0000463; GO:0000466; GO:0003723; GO:0005654; GO:0005730; GO:0030687; GO:0043021; GO:0070545
BOP1_DROWI,GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0035206; GO:0043021
DKC1_DROME,GO:0000495; GO:0001522; GO:0003723; GO:0005730; GO:0006364; GO:0007281; GO:0009982; GO:0031118; GO:0031120; GO:0031429; GO:0035220; GO:0042254; GO:1990481
PSMD1_DROME,GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008270; GO:0008540; GO:0030234; GO:0034515; GO:0042176; GO:0043161
PSMD1_DROME,GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008270; GO:0008540; GO:0030234; GO:0034515; GO:0042176; GO:0043161
PSMD1_DROME,GO:0000502; GO:0005634; GO:0005654; GO:0005829; GO:0005838; GO:0008270; GO:0008540; GO:0030234; GO:0034515; GO:0042176; GO:0043161
PSA2_DROME,GO:0000502; GO:0005654; GO:0005829; GO:0005839; GO:0010498; GO:0019773; GO:0043161
PIF1_CAMJE,GO:0000723; GO:0003677; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016887
PP4C_BOVIN,GO:0000724; GO:0000785; GO:0004722; GO:0005634; GO:0005654; GO:0005737; GO:0005815; GO:0005829; GO:0005886; GO:0006468; GO:0010569; GO:0017018; GO:0030289; GO:0033128; GO:0046872
DNLI3_HUMAN,GO:0000724; GO:0003677; GO:0003909; GO:0003910; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0006266; GO:0006273; GO:0006287; GO:0006288; GO:0006302; GO:0007005; GO:0007049; GO:0008270; GO:0043504; GO:0051301; GO:0070421; GO:0071897; GO:0090298; GO:0097681
MCM9_BOVIN,GO:0000724; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0005694; GO:0006974; GO:0007276; GO:0007292; GO:0016887; GO:0031090; GO:0042555; GO:0097362
MCM9_XENTR,GO:0000724; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0006260; GO:0006974; GO:0016887; GO:0030174; GO:0042555; GO:0097362
SLD5_RAT,GO:0000727; GO:0000811; GO:0001833; GO:0005634; GO:0005737; GO:0006268; GO:0071162; GO:1900264; GO:1903934
PSF2_MOUSE,GO:0000727; GO:0000811; GO:0005634; GO:0006268; GO:0071162; GO:1900264; GO:1903934
MCM2_DROME,GO:0000727; GO:0003678; GO:0003697; GO:0005524; GO:0005634; GO:0006260; GO:0006268; GO:0016787; GO:0030174; GO:0030261; GO:0042555; GO:0046872; GO:0051301; GO:0071162; GO:1902975; GO:1905775
CDC45_YEAST,GO:0000727; GO:0003682; GO:0003688; GO:0003697; GO:0005634; GO:0006268; GO:0006270; GO:0031261; GO:0031298; GO:0043596; GO:0071162; GO:1902977
CNDD3_MOUSE,GO:0000776; GO:0000779; GO:0000793; GO:0000794; GO:0000796; GO:0005654; GO:0005721; GO:0007076; GO:0010032; GO:0035064; GO:0042393; GO:0042585; GO:0051301; GO:0051307; GO:0051984; GO:1905820; GO:1905821
GPT11_MOUSE,GO:0000776; GO:0003676
NUP43_HUMAN,GO:0000776; GO:0005635; GO:0005643; GO:0005654; GO:0005829; GO:0006913; GO:0007049; GO:0007059; GO:0015031; GO:0016607; GO:0031080; GO:0051028; GO:0051301
NUP43_HUMAN,GO:0000776; GO:0005635; GO:0005643; GO:0005654; GO:0005829; GO:0006913; GO:0007049; GO:0007059; GO:0015031; GO:0016607; GO:0031080; GO:0051028; GO:0051301
CND3_HUMAN,GO:0000779; GO:0000793; GO:0000794; GO:0000796; GO:0005634; GO:0005737; GO:0005829; GO:0007076; GO:0016020; GO:0051301; GO:0051984; GO:1905820; GO:1905821
DDB1_HUMAN,GO:0000781; GO:0003677; GO:0003684; GO:0005615; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006289; GO:0006511; GO:0006915; GO:0006974; GO:0010498; GO:0016055; GO:0016567; GO:0019076; GO:0030674; GO:0031464; GO:0031465; GO:0032991; GO:0034644; GO:0035234; GO:0035518; GO:0035861; GO:0042752; GO:0043066; GO:0043161; GO:0044877; GO:0045070; GO:0045722; GO:0045732; GO:0046726; GO:0048511; GO:0051093; GO:0051702; GO:0070062; GO:0070914; GO:0071987; GO:0080008; GO:0097602; GO:1901990; GO:2000242
FKH2_SCHPO,GO:0000785; GO:0000917; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0005634; GO:0006325; GO:0006357; GO:0045944; GO:0097221; GO:0110045; GO:1900237
NUP62_DROME,GO:0000785; GO:0000922; GO:0005543; GO:0005635; GO:0005737; GO:0005815; GO:0006405; GO:0006606; GO:0017056; GO:0030717; GO:0031490; GO:0044613; GO:0051028; GO:0097240; GO:0097298
ATOH8_HUMAN,GO:0000785; GO:0000978; GO:0000981; GO:0001704; GO:0001937; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0010595; GO:0010629; GO:0016607; GO:0030182; GO:0035148; GO:0045603; GO:0045892; GO:0045893; GO:0046983; GO:0051450; GO:0060395; GO:0070888; GO:0140297; GO:1902895
DVE1_CAEEL,GO:0000785; GO:0000978; GO:0000981; GO:0005634; GO:0005667; GO:0005829; GO:0006338; GO:0006357; GO:0009792; GO:0019899; GO:0034514; GO:0044877; GO:0045088; GO:0051087
HSF_DROME,GO:0000785; GO:0000978; GO:0003677; GO:0003700; GO:0005634; GO:0005700; GO:0006357; GO:0009408; GO:0042742; GO:0042802; GO:0043388; GO:0043565; GO:0045892; GO:0045893; GO:0045944; GO:0050832
SEN1_SCHPO,GO:0000785; GO:0001147; GO:0003723; GO:0005524; GO:0005634; GO:0006364; GO:0006369; GO:0006386; GO:0006397; GO:0008033; GO:0016604; GO:0016787; GO:0032574; GO:0033678
SEC13_DROME,GO:0000785; GO:0003682; GO:0005198; GO:0005654; GO:0005703; GO:0005765; GO:0005789; GO:0005815; GO:0006606; GO:0008363; GO:0030127; GO:0031080; GO:0032008; GO:0032527; GO:0034605; GO:0035077; GO:0035293; GO:0035859; GO:0045944; GO:0051028; GO:0060261; GO:0061700; GO:0090114; GO:1904263
TAF5_HUMAN,GO:0000785; GO:0005634; GO:0005654; GO:0005669; GO:0006282; GO:0006352; GO:0006357; GO:0006367; GO:0006468; GO:0015629; GO:0016251; GO:0033276; GO:0035521; GO:0035522; GO:0042789; GO:0042802; GO:0043966; GO:0045893; GO:0051123; GO:0060261
KAT6B_MACFA,GO:0000786; GO:0003677; GO:0004402; GO:0006334; GO:0016407; GO:0016573; GO:0043966; GO:0045892; GO:0045893; GO:0046872; GO:0061629; GO:0070776
CND2_MOUSE,GO:0000794; GO:0000796; GO:0003682; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0007076; GO:0007143; GO:0010032; GO:0045132; GO:0051301; GO:0051309; GO:0051984; GO:1905820; GO:1905821
LOLAL_DROME,GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
LOLAL_DROME,GO:0000794; GO:0001700; GO:0003677; GO:0005634; GO:0005700; GO:0006357; GO:0007426; GO:0007435; GO:0009953; GO:0031208; GO:0031507; GO:0031519; GO:0035167; GO:0042803; GO:0045892; GO:0045893; GO:0045944
TITIN_HUMAN,GO:0000794; GO:0002020; GO:0003300; GO:0004674; GO:0004713; GO:0005509; GO:0005516; GO:0005524; GO:0005576; GO:0005829; GO:0005865; GO:0006936; GO:0006941; GO:0007076; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0030018; GO:0030240; GO:0030241; GO:0031430; GO:0031433; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043621; GO:0045214; GO:0045859; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055003; GO:0055008; GO:0055013; GO:0060048; GO:0070062; GO:0097493; GO:0106310; GO:1990733
CND3_XENLA,GO:0000796; GO:0005634; GO:0005829; GO:0007076; GO:0051301
PSF3_XENLA,GO:0000811; GO:0003682; GO:0006260; GO:0071162
VP37A_HUMAN,GO:0000813; GO:0005654; GO:0005813; GO:0005829; GO:0006612; GO:0006623; GO:0010008; GO:0016236; GO:0031902; GO:0036258; GO:0039702; GO:0043162; GO:0043231; GO:0043328; GO:0090148
